,X,Y_True
748,Original_Tiles_Resized 308.png,Layer_Labeled_Resized 308.npy
749,Original_Tiles_Resized 309.png,Layer_Labeled_Resized 309.npy
750,Original_Tiles_Resized 31.png,Layer_Labeled_Resized 31.npy
751,Original_Tiles_Resized 310.png,Layer_Labeled_Resized 310.npy
752,Original_Tiles_Resized 311.png,Layer_Labeled_Resized 311.npy
753,Original_Tiles_Resized 312.png,Layer_Labeled_Resized 312.npy
754,Original_Tiles_Resized 313.png,Layer_Labeled_Resized 313.npy
755,Original_Tiles_Resized 314.png,Layer_Labeled_Resized 314.npy
756,Original_Tiles_Resized 315.png,Layer_Labeled_Resized 315.npy
757,Original_Tiles_Resized 316.png,Layer_Labeled_Resized 316.npy
758,Original_Tiles_Resized 317.png,Layer_Labeled_Resized 317.npy
759,Original_Tiles_Resized 318.png,Layer_Labeled_Resized 318.npy
760,Original_Tiles_Resized 319.png,Layer_Labeled_Resized 319.npy
761,Original_Tiles_Resized 32.png,Layer_Labeled_Resized 32.npy
762,Original_Tiles_Resized 320.png,Layer_Labeled_Resized 320.npy
763,Original_Tiles_Resized 321.png,Layer_Labeled_Resized 321.npy
764,Original_Tiles_Resized 322.png,Layer_Labeled_Resized 322.npy
765,Original_Tiles_Resized 323.png,Layer_Labeled_Resized 323.npy
766,Original_Tiles_Resized 324.png,Layer_Labeled_Resized 324.npy
767,Original_Tiles_Resized 325.png,Layer_Labeled_Resized 325.npy
768,Original_Tiles_Resized 326.png,Layer_Labeled_Resized 326.npy
769,Original_Tiles_Resized 327.png,Layer_Labeled_Resized 327.npy
770,Original_Tiles_Resized 328.png,Layer_Labeled_Resized 328.npy
771,Original_Tiles_Resized 329.png,Layer_Labeled_Resized 329.npy
772,Original_Tiles_Resized 33.png,Layer_Labeled_Resized 33.npy
773,Original_Tiles_Resized 330.png,Layer_Labeled_Resized 330.npy
774,Original_Tiles_Resized 331.png,Layer_Labeled_Resized 331.npy
775,Original_Tiles_Resized 332.png,Layer_Labeled_Resized 332.npy
776,Original_Tiles_Resized 333.png,Layer_Labeled_Resized 333.npy
777,Original_Tiles_Resized 334.png,Layer_Labeled_Resized 334.npy
778,Original_Tiles_Resized 335.png,Layer_Labeled_Resized 335.npy
779,Original_Tiles_Resized 336.png,Layer_Labeled_Resized 336.npy
780,Original_Tiles_Resized 337.png,Layer_Labeled_Resized 337.npy
781,Original_Tiles_Resized 338.png,Layer_Labeled_Resized 338.npy
782,Original_Tiles_Resized 339.png,Layer_Labeled_Resized 339.npy
783,Original_Tiles_Resized 34.png,Layer_Labeled_Resized 34.npy
784,Original_Tiles_Resized 340.png,Layer_Labeled_Resized 340.npy
785,Original_Tiles_Resized 341.png,Layer_Labeled_Resized 341.npy
786,Original_Tiles_Resized 342.png,Layer_Labeled_Resized 342.npy
787,Original_Tiles_Resized 343.png,Layer_Labeled_Resized 343.npy
788,Original_Tiles_Resized 344.png,Layer_Labeled_Resized 344.npy
789,Original_Tiles_Resized 345.png,Layer_Labeled_Resized 345.npy
790,Original_Tiles_Resized 346.png,Layer_Labeled_Resized 346.npy
791,Original_Tiles_Resized 347.png,Layer_Labeled_Resized 347.npy
792,Original_Tiles_Resized 348.png,Layer_Labeled_Resized 348.npy
793,Original_Tiles_Resized 349.png,Layer_Labeled_Resized 349.npy
794,Original_Tiles_Resized 35.png,Layer_Labeled_Resized 35.npy
795,Original_Tiles_Resized 350.png,Layer_Labeled_Resized 350.npy
796,Original_Tiles_Resized 351.png,Layer_Labeled_Resized 351.npy
797,Original_Tiles_Resized 352.png,Layer_Labeled_Resized 352.npy
798,Original_Tiles_Resized 353.png,Layer_Labeled_Resized 353.npy
799,Original_Tiles_Resized 354.png,Layer_Labeled_Resized 354.npy
800,Original_Tiles_Resized 355.png,Layer_Labeled_Resized 355.npy
801,Original_Tiles_Resized 356.png,Layer_Labeled_Resized 356.npy
802,Original_Tiles_Resized 357.png,Layer_Labeled_Resized 357.npy
803,Original_Tiles_Resized 358.png,Layer_Labeled_Resized 358.npy
804,Original_Tiles_Resized 359.png,Layer_Labeled_Resized 359.npy
805,Original_Tiles_Resized 36.png,Layer_Labeled_Resized 36.npy
806,Original_Tiles_Resized 360.png,Layer_Labeled_Resized 360.npy
807,Original_Tiles_Resized 361.png,Layer_Labeled_Resized 361.npy
808,Original_Tiles_Resized 362.png,Layer_Labeled_Resized 362.npy
809,Original_Tiles_Resized 363.png,Layer_Labeled_Resized 363.npy
810,Original_Tiles_Resized 364.png,Layer_Labeled_Resized 364.npy
811,Original_Tiles_Resized 365.png,Layer_Labeled_Resized 365.npy
812,Original_Tiles_Resized 366.png,Layer_Labeled_Resized 366.npy
813,Original_Tiles_Resized 367.png,Layer_Labeled_Resized 367.npy
814,Original_Tiles_Resized 368.png,Layer_Labeled_Resized 368.npy
815,Original_Tiles_Resized 369.png,Layer_Labeled_Resized 369.npy
816,Original_Tiles_Resized 37.png,Layer_Labeled_Resized 37.npy
817,Original_Tiles_Resized 370.png,Layer_Labeled_Resized 370.npy
818,Original_Tiles_Resized 371.png,Layer_Labeled_Resized 371.npy
819,Original_Tiles_Resized 372.png,Layer_Labeled_Resized 372.npy
820,Original_Tiles_Resized 373.png,Layer_Labeled_Resized 373.npy
821,Original_Tiles_Resized 374.png,Layer_Labeled_Resized 374.npy
822,Original_Tiles_Resized 375.png,Layer_Labeled_Resized 375.npy
823,Original_Tiles_Resized 376.png,Layer_Labeled_Resized 376.npy
824,Original_Tiles_Resized 377.png,Layer_Labeled_Resized 377.npy
825,Original_Tiles_Resized 378.png,Layer_Labeled_Resized 378.npy
826,Original_Tiles_Resized 379.png,Layer_Labeled_Resized 379.npy
827,Original_Tiles_Resized 38.png,Layer_Labeled_Resized 38.npy
828,Original_Tiles_Resized 380.png,Layer_Labeled_Resized 380.npy
829,Original_Tiles_Resized 381.png,Layer_Labeled_Resized 381.npy
830,Original_Tiles_Resized 382.png,Layer_Labeled_Resized 382.npy
831,Original_Tiles_Resized 383.png,Layer_Labeled_Resized 383.npy
832,Original_Tiles_Resized 384.png,Layer_Labeled_Resized 384.npy
833,Original_Tiles_Resized 385.png,Layer_Labeled_Resized 385.npy
834,Original_Tiles_Resized 386.png,Layer_Labeled_Resized 386.npy
835,Original_Tiles_Resized 387.png,Layer_Labeled_Resized 387.npy
836,Original_Tiles_Resized 388.png,Layer_Labeled_Resized 388.npy
837,Original_Tiles_Resized 389.png,Layer_Labeled_Resized 389.npy
838,Original_Tiles_Resized 39.png,Layer_Labeled_Resized 39.npy
839,Original_Tiles_Resized 390.png,Layer_Labeled_Resized 390.npy
840,Original_Tiles_Resized 391.png,Layer_Labeled_Resized 391.npy
841,Original_Tiles_Resized 392.png,Layer_Labeled_Resized 392.npy
842,Original_Tiles_Resized 393.png,Layer_Labeled_Resized 393.npy
843,Original_Tiles_Resized 394.png,Layer_Labeled_Resized 394.npy
844,Original_Tiles_Resized 395.png,Layer_Labeled_Resized 395.npy
845,Original_Tiles_Resized 396.png,Layer_Labeled_Resized 396.npy
846,Original_Tiles_Resized 397.png,Layer_Labeled_Resized 397.npy
847,Original_Tiles_Resized 398.png,Layer_Labeled_Resized 398.npy
848,Original_Tiles_Resized 399.png,Layer_Labeled_Resized 399.npy
849,Original_Tiles_Resized 4.png,Layer_Labeled_Resized 4.npy
850,Original_Tiles_Resized 40.png,Layer_Labeled_Resized 40.npy
851,Original_Tiles_Resized 400.png,Layer_Labeled_Resized 400.npy
852,Original_Tiles_Resized 401.png,Layer_Labeled_Resized 401.npy
853,Original_Tiles_Resized 402.png,Layer_Labeled_Resized 402.npy
854,Original_Tiles_Resized 403.png,Layer_Labeled_Resized 403.npy
855,Original_Tiles_Resized 404.png,Layer_Labeled_Resized 404.npy
856,Original_Tiles_Resized 405.png,Layer_Labeled_Resized 405.npy
857,Original_Tiles_Resized 406.png,Layer_Labeled_Resized 406.npy
858,Original_Tiles_Resized 407.png,Layer_Labeled_Resized 407.npy
859,Original_Tiles_Resized 408.png,Layer_Labeled_Resized 408.npy
860,Original_Tiles_Resized 409.png,Layer_Labeled_Resized 409.npy
861,Original_Tiles_Resized 41.png,Layer_Labeled_Resized 41.npy
862,Original_Tiles_Resized 410.png,Layer_Labeled_Resized 410.npy
863,Original_Tiles_Resized 411.png,Layer_Labeled_Resized 411.npy
864,Original_Tiles_Resized 412.png,Layer_Labeled_Resized 412.npy
865,Original_Tiles_Resized 413.png,Layer_Labeled_Resized 413.npy
866,Original_Tiles_Resized 414.png,Layer_Labeled_Resized 414.npy
867,Original_Tiles_Resized 415.png,Layer_Labeled_Resized 415.npy
868,Original_Tiles_Resized 416.png,Layer_Labeled_Resized 416.npy
869,Original_Tiles_Resized 417.png,Layer_Labeled_Resized 417.npy
870,Original_Tiles_Resized 418.png,Layer_Labeled_Resized 418.npy
871,Original_Tiles_Resized 419.png,Layer_Labeled_Resized 419.npy
872,Original_Tiles_Resized 42.png,Layer_Labeled_Resized 42.npy
873,Original_Tiles_Resized 420.png,Layer_Labeled_Resized 420.npy
874,Original_Tiles_Resized 421.png,Layer_Labeled_Resized 421.npy
875,Original_Tiles_Resized 422.png,Layer_Labeled_Resized 422.npy
876,Original_Tiles_Resized 423.png,Layer_Labeled_Resized 423.npy
877,Original_Tiles_Resized 424.png,Layer_Labeled_Resized 424.npy
878,Original_Tiles_Resized 425.png,Layer_Labeled_Resized 425.npy
879,Original_Tiles_Resized 426.png,Layer_Labeled_Resized 426.npy
880,Original_Tiles_Resized 427.png,Layer_Labeled_Resized 427.npy
881,Original_Tiles_Resized 428.png,Layer_Labeled_Resized 428.npy
882,Original_Tiles_Resized 429.png,Layer_Labeled_Resized 429.npy
883,Original_Tiles_Resized 43.png,Layer_Labeled_Resized 43.npy
884,Original_Tiles_Resized 430.png,Layer_Labeled_Resized 430.npy
885,Original_Tiles_Resized 431.png,Layer_Labeled_Resized 431.npy
886,Original_Tiles_Resized 432.png,Layer_Labeled_Resized 432.npy
887,Original_Tiles_Resized 433.png,Layer_Labeled_Resized 433.npy
888,Original_Tiles_Resized 434.png,Layer_Labeled_Resized 434.npy
889,Original_Tiles_Resized 435.png,Layer_Labeled_Resized 435.npy
890,Original_Tiles_Resized 436.png,Layer_Labeled_Resized 436.npy
891,Original_Tiles_Resized 437.png,Layer_Labeled_Resized 437.npy
892,Original_Tiles_Resized 438.png,Layer_Labeled_Resized 438.npy
893,Original_Tiles_Resized 439.png,Layer_Labeled_Resized 439.npy
894,Original_Tiles_Resized 44.png,Layer_Labeled_Resized 44.npy
895,Original_Tiles_Resized 440.png,Layer_Labeled_Resized 440.npy
896,Original_Tiles_Resized 441.png,Layer_Labeled_Resized 441.npy
897,Original_Tiles_Resized 442.png,Layer_Labeled_Resized 442.npy
898,Original_Tiles_Resized 443.png,Layer_Labeled_Resized 443.npy
899,Original_Tiles_Resized 444.png,Layer_Labeled_Resized 444.npy
900,Original_Tiles_Resized 445.png,Layer_Labeled_Resized 445.npy
901,Original_Tiles_Resized 446.png,Layer_Labeled_Resized 446.npy
902,Original_Tiles_Resized 447.png,Layer_Labeled_Resized 447.npy
903,Original_Tiles_Resized 448.png,Layer_Labeled_Resized 448.npy
904,Original_Tiles_Resized 449.png,Layer_Labeled_Resized 449.npy
905,Original_Tiles_Resized 45.png,Layer_Labeled_Resized 45.npy
906,Original_Tiles_Resized 450.png,Layer_Labeled_Resized 450.npy
907,Original_Tiles_Resized 451.png,Layer_Labeled_Resized 451.npy
908,Original_Tiles_Resized 452.png,Layer_Labeled_Resized 452.npy
909,Original_Tiles_Resized 453.png,Layer_Labeled_Resized 453.npy
910,Original_Tiles_Resized 454.png,Layer_Labeled_Resized 454.npy
911,Original_Tiles_Resized 455.png,Layer_Labeled_Resized 455.npy
912,Original_Tiles_Resized 456.png,Layer_Labeled_Resized 456.npy
913,Original_Tiles_Resized 457.png,Layer_Labeled_Resized 457.npy
914,Original_Tiles_Resized 458.png,Layer_Labeled_Resized 458.npy
915,Original_Tiles_Resized 459.png,Layer_Labeled_Resized 459.npy
916,Original_Tiles_Resized 46.png,Layer_Labeled_Resized 46.npy
917,Original_Tiles_Resized 460.png,Layer_Labeled_Resized 460.npy
918,Original_Tiles_Resized 461.png,Layer_Labeled_Resized 461.npy
919,Original_Tiles_Resized 462.png,Layer_Labeled_Resized 462.npy
920,Original_Tiles_Resized 463.png,Layer_Labeled_Resized 463.npy
921,Original_Tiles_Resized 464.png,Layer_Labeled_Resized 464.npy
922,Original_Tiles_Resized 465.png,Layer_Labeled_Resized 465.npy
923,Original_Tiles_Resized 466.png,Layer_Labeled_Resized 466.npy
924,Original_Tiles_Resized 467.png,Layer_Labeled_Resized 467.npy
925,Original_Tiles_Resized 468.png,Layer_Labeled_Resized 468.npy
926,Original_Tiles_Resized 469.png,Layer_Labeled_Resized 469.npy
927,Original_Tiles_Resized 47.png,Layer_Labeled_Resized 47.npy
928,Original_Tiles_Resized 470.png,Layer_Labeled_Resized 470.npy
929,Original_Tiles_Resized 471.png,Layer_Labeled_Resized 471.npy
930,Original_Tiles_Resized 472.png,Layer_Labeled_Resized 472.npy
931,Original_Tiles_Resized 473.png,Layer_Labeled_Resized 473.npy
932,Original_Tiles_Resized 474.png,Layer_Labeled_Resized 474.npy
933,Original_Tiles_Resized 475.png,Layer_Labeled_Resized 475.npy
934,Original_Tiles_Resized 476.png,Layer_Labeled_Resized 476.npy
935,Original_Tiles_Resized 477.png,Layer_Labeled_Resized 477.npy
936,Original_Tiles_Resized 478.png,Layer_Labeled_Resized 478.npy
937,Original_Tiles_Resized 479.png,Layer_Labeled_Resized 479.npy
938,Original_Tiles_Resized 48.png,Layer_Labeled_Resized 48.npy
939,Original_Tiles_Resized 480.png,Layer_Labeled_Resized 480.npy
940,Original_Tiles_Resized 481.png,Layer_Labeled_Resized 481.npy
941,Original_Tiles_Resized 482.png,Layer_Labeled_Resized 482.npy
942,Original_Tiles_Resized 483.png,Layer_Labeled_Resized 483.npy
943,Original_Tiles_Resized 484.png,Layer_Labeled_Resized 484.npy
944,Original_Tiles_Resized 485.png,Layer_Labeled_Resized 485.npy
945,Original_Tiles_Resized 486.png,Layer_Labeled_Resized 486.npy
946,Original_Tiles_Resized 487.png,Layer_Labeled_Resized 487.npy
947,Original_Tiles_Resized 488.png,Layer_Labeled_Resized 488.npy
948,Original_Tiles_Resized 489.png,Layer_Labeled_Resized 489.npy
949,Original_Tiles_Resized 49.png,Layer_Labeled_Resized 49.npy
950,Original_Tiles_Resized 490.png,Layer_Labeled_Resized 490.npy
951,Original_Tiles_Resized 491.png,Layer_Labeled_Resized 491.npy
952,Original_Tiles_Resized 492.png,Layer_Labeled_Resized 492.npy
953,Original_Tiles_Resized 493.png,Layer_Labeled_Resized 493.npy
954,Original_Tiles_Resized 494.png,Layer_Labeled_Resized 494.npy
955,Original_Tiles_Resized 495.png,Layer_Labeled_Resized 495.npy
956,Original_Tiles_Resized 496.png,Layer_Labeled_Resized 496.npy
957,Original_Tiles_Resized 497.png,Layer_Labeled_Resized 497.npy
958,Original_Tiles_Resized 498.png,Layer_Labeled_Resized 498.npy
959,Original_Tiles_Resized 499.png,Layer_Labeled_Resized 499.npy
960,Original_Tiles_Resized 5.png,Layer_Labeled_Resized 5.npy
961,Original_Tiles_Resized 50.png,Layer_Labeled_Resized 50.npy
962,Original_Tiles_Resized 500.png,Layer_Labeled_Resized 500.npy
963,Original_Tiles_Resized 501.png,Layer_Labeled_Resized 501.npy
964,Original_Tiles_Resized 502.png,Layer_Labeled_Resized 502.npy
965,Original_Tiles_Resized 503.png,Layer_Labeled_Resized 503.npy
966,Original_Tiles_Resized 504.png,Layer_Labeled_Resized 504.npy
967,Original_Tiles_Resized 505.png,Layer_Labeled_Resized 505.npy
968,Original_Tiles_Resized 506.png,Layer_Labeled_Resized 506.npy
969,Original_Tiles_Resized 507.png,Layer_Labeled_Resized 507.npy
970,Original_Tiles_Resized 508.png,Layer_Labeled_Resized 508.npy
971,Original_Tiles_Resized 509.png,Layer_Labeled_Resized 509.npy
972,Original_Tiles_Resized 51.png,Layer_Labeled_Resized 51.npy
973,Original_Tiles_Resized 510.png,Layer_Labeled_Resized 510.npy
974,Original_Tiles_Resized 511.png,Layer_Labeled_Resized 511.npy
975,Original_Tiles_Resized 512.png,Layer_Labeled_Resized 512.npy
976,Original_Tiles_Resized 513.png,Layer_Labeled_Resized 513.npy
977,Original_Tiles_Resized 514.png,Layer_Labeled_Resized 514.npy
978,Original_Tiles_Resized 515.png,Layer_Labeled_Resized 515.npy
979,Original_Tiles_Resized 516.png,Layer_Labeled_Resized 516.npy
980,Original_Tiles_Resized 517.png,Layer_Labeled_Resized 517.npy
981,Original_Tiles_Resized 518.png,Layer_Labeled_Resized 518.npy
982,Original_Tiles_Resized 519.png,Layer_Labeled_Resized 519.npy
983,Original_Tiles_Resized 52.png,Layer_Labeled_Resized 52.npy
984,Original_Tiles_Resized 520.png,Layer_Labeled_Resized 520.npy
985,Original_Tiles_Resized 521.png,Layer_Labeled_Resized 521.npy
986,Original_Tiles_Resized 522.png,Layer_Labeled_Resized 522.npy
987,Original_Tiles_Resized 523.png,Layer_Labeled_Resized 523.npy
988,Original_Tiles_Resized 524.png,Layer_Labeled_Resized 524.npy
989,Original_Tiles_Resized 525.png,Layer_Labeled_Resized 525.npy
990,Original_Tiles_Resized 526.png,Layer_Labeled_Resized 526.npy
991,Original_Tiles_Resized 527.png,Layer_Labeled_Resized 527.npy
992,Original_Tiles_Resized 528.png,Layer_Labeled_Resized 528.npy
993,Original_Tiles_Resized 529.png,Layer_Labeled_Resized 529.npy
994,Original_Tiles_Resized 53.png,Layer_Labeled_Resized 53.npy
995,Original_Tiles_Resized 530.png,Layer_Labeled_Resized 530.npy
996,Original_Tiles_Resized 531.png,Layer_Labeled_Resized 531.npy
997,Original_Tiles_Resized 532.png,Layer_Labeled_Resized 532.npy
998,Original_Tiles_Resized 533.png,Layer_Labeled_Resized 533.npy
999,Original_Tiles_Resized 534.png,Layer_Labeled_Resized 534.npy
1000,Original_Tiles_Resized 535.png,Layer_Labeled_Resized 535.npy
1001,Original_Tiles_Resized 536.png,Layer_Labeled_Resized 536.npy
1002,Original_Tiles_Resized 537.png,Layer_Labeled_Resized 537.npy
1003,Original_Tiles_Resized 538.png,Layer_Labeled_Resized 538.npy
1004,Original_Tiles_Resized 539.png,Layer_Labeled_Resized 539.npy
1005,Original_Tiles_Resized 54.png,Layer_Labeled_Resized 54.npy
1006,Original_Tiles_Resized 540.png,Layer_Labeled_Resized 540.npy
1007,Original_Tiles_Resized 541.png,Layer_Labeled_Resized 541.npy
1008,Original_Tiles_Resized 542.png,Layer_Labeled_Resized 542.npy
1009,Original_Tiles_Resized 543.png,Layer_Labeled_Resized 543.npy
1010,Original_Tiles_Resized 544.png,Layer_Labeled_Resized 544.npy
1011,Original_Tiles_Resized 545.png,Layer_Labeled_Resized 545.npy
1012,Original_Tiles_Resized 546.png,Layer_Labeled_Resized 546.npy
1013,Original_Tiles_Resized 547.png,Layer_Labeled_Resized 547.npy
1014,Original_Tiles_Resized 548.png,Layer_Labeled_Resized 548.npy
1015,Original_Tiles_Resized 549.png,Layer_Labeled_Resized 549.npy
1016,Original_Tiles_Resized 55.png,Layer_Labeled_Resized 55.npy
1017,Original_Tiles_Resized 550.png,Layer_Labeled_Resized 550.npy
1018,Original_Tiles_Resized 551.png,Layer_Labeled_Resized 551.npy
1019,Original_Tiles_Resized 552.png,Layer_Labeled_Resized 552.npy
1020,Original_Tiles_Resized 553.png,Layer_Labeled_Resized 553.npy
1021,Original_Tiles_Resized 554.png,Layer_Labeled_Resized 554.npy
1022,Original_Tiles_Resized 555.png,Layer_Labeled_Resized 555.npy
1023,Original_Tiles_Resized 556.png,Layer_Labeled_Resized 556.npy
1024,Original_Tiles_Resized 557.png,Layer_Labeled_Resized 557.npy
1025,Original_Tiles_Resized 558.png,Layer_Labeled_Resized 558.npy
1026,Original_Tiles_Resized 559.png,Layer_Labeled_Resized 559.npy
1027,Original_Tiles_Resized 56.png,Layer_Labeled_Resized 56.npy
1028,Original_Tiles_Resized 560.png,Layer_Labeled_Resized 560.npy
1029,Original_Tiles_Resized 561.png,Layer_Labeled_Resized 561.npy
1030,Original_Tiles_Resized 562.png,Layer_Labeled_Resized 562.npy
1031,Original_Tiles_Resized 563.png,Layer_Labeled_Resized 563.npy
1032,Original_Tiles_Resized 564.png,Layer_Labeled_Resized 564.npy
1033,Original_Tiles_Resized 565.png,Layer_Labeled_Resized 565.npy
1034,Original_Tiles_Resized 566.png,Layer_Labeled_Resized 566.npy
1035,Original_Tiles_Resized 567.png,Layer_Labeled_Resized 567.npy
1036,Original_Tiles_Resized 568.png,Layer_Labeled_Resized 568.npy
1037,Original_Tiles_Resized 569.png,Layer_Labeled_Resized 569.npy
1038,Original_Tiles_Resized 57.png,Layer_Labeled_Resized 57.npy
1039,Original_Tiles_Resized 570.png,Layer_Labeled_Resized 570.npy
1040,Original_Tiles_Resized 571.png,Layer_Labeled_Resized 571.npy
1041,Original_Tiles_Resized 572.png,Layer_Labeled_Resized 572.npy
1042,Original_Tiles_Resized 573.png,Layer_Labeled_Resized 573.npy
1043,Original_Tiles_Resized 574.png,Layer_Labeled_Resized 574.npy
1044,Original_Tiles_Resized 575.png,Layer_Labeled_Resized 575.npy
1045,Original_Tiles_Resized 576.png,Layer_Labeled_Resized 576.npy
1046,Original_Tiles_Resized 577.png,Layer_Labeled_Resized 577.npy
1047,Original_Tiles_Resized 578.png,Layer_Labeled_Resized 578.npy
1048,Original_Tiles_Resized 579.png,Layer_Labeled_Resized 579.npy
1049,Original_Tiles_Resized 58.png,Layer_Labeled_Resized 58.npy
1050,Original_Tiles_Resized 580.png,Layer_Labeled_Resized 580.npy
1051,Original_Tiles_Resized 581.png,Layer_Labeled_Resized 581.npy
1052,Original_Tiles_Resized 582.png,Layer_Labeled_Resized 582.npy
1053,Original_Tiles_Resized 583.png,Layer_Labeled_Resized 583.npy
1054,Original_Tiles_Resized 584.png,Layer_Labeled_Resized 584.npy
1055,Original_Tiles_Resized 585.png,Layer_Labeled_Resized 585.npy
1056,Original_Tiles_Resized 586.png,Layer_Labeled_Resized 586.npy
1057,Original_Tiles_Resized 587.png,Layer_Labeled_Resized 587.npy
1058,Original_Tiles_Resized 588.png,Layer_Labeled_Resized 588.npy
1059,Original_Tiles_Resized 589.png,Layer_Labeled_Resized 589.npy
1060,Original_Tiles_Resized 59.png,Layer_Labeled_Resized 59.npy
1061,Original_Tiles_Resized 590.png,Layer_Labeled_Resized 590.npy
1062,Original_Tiles_Resized 591.png,Layer_Labeled_Resized 591.npy
1063,Original_Tiles_Resized 592.png,Layer_Labeled_Resized 592.npy
1064,Original_Tiles_Resized 593.png,Layer_Labeled_Resized 593.npy
1065,Original_Tiles_Resized 594.png,Layer_Labeled_Resized 594.npy
1066,Original_Tiles_Resized 595.png,Layer_Labeled_Resized 595.npy
1067,Original_Tiles_Resized 596.png,Layer_Labeled_Resized 596.npy
1068,Original_Tiles_Resized 597.png,Layer_Labeled_Resized 597.npy
1069,Original_Tiles_Resized 598.png,Layer_Labeled_Resized 598.npy
1070,Original_Tiles_Resized 599.png,Layer_Labeled_Resized 599.npy
1071,Original_Tiles_Resized 6.png,Layer_Labeled_Resized 6.npy
1072,Original_Tiles_Resized 60.png,Layer_Labeled_Resized 60.npy
1073,Original_Tiles_Resized 600.png,Layer_Labeled_Resized 600.npy
1074,Original_Tiles_Resized 601.png,Layer_Labeled_Resized 601.npy
1075,Original_Tiles_Resized 602.png,Layer_Labeled_Resized 602.npy
1076,Original_Tiles_Resized 603.png,Layer_Labeled_Resized 603.npy
1077,Original_Tiles_Resized 604.png,Layer_Labeled_Resized 604.npy
1078,Original_Tiles_Resized 605.png,Layer_Labeled_Resized 605.npy
1079,Original_Tiles_Resized 606.png,Layer_Labeled_Resized 606.npy
1080,Original_Tiles_Resized 607.png,Layer_Labeled_Resized 607.npy
1081,Original_Tiles_Resized 608.png,Layer_Labeled_Resized 608.npy
1082,Original_Tiles_Resized 609.png,Layer_Labeled_Resized 609.npy
1083,Original_Tiles_Resized 61.png,Layer_Labeled_Resized 61.npy
1084,Original_Tiles_Resized 610.png,Layer_Labeled_Resized 610.npy
1085,Original_Tiles_Resized 611.png,Layer_Labeled_Resized 611.npy
1086,Original_Tiles_Resized 612.png,Layer_Labeled_Resized 612.npy
1087,Original_Tiles_Resized 613.png,Layer_Labeled_Resized 613.npy
1088,Original_Tiles_Resized 614.png,Layer_Labeled_Resized 614.npy
1089,Original_Tiles_Resized 615.png,Layer_Labeled_Resized 615.npy
1090,Original_Tiles_Resized 616.png,Layer_Labeled_Resized 616.npy
1091,Original_Tiles_Resized 617.png,Layer_Labeled_Resized 617.npy
1092,Original_Tiles_Resized 618.png,Layer_Labeled_Resized 618.npy
1093,Original_Tiles_Resized 619.png,Layer_Labeled_Resized 619.npy
1094,Original_Tiles_Resized 62.png,Layer_Labeled_Resized 62.npy
1095,Original_Tiles_Resized 620.png,Layer_Labeled_Resized 620.npy
1096,Original_Tiles_Resized 621.png,Layer_Labeled_Resized 621.npy
1097,Original_Tiles_Resized 622.png,Layer_Labeled_Resized 622.npy
1098,Original_Tiles_Resized 623.png,Layer_Labeled_Resized 623.npy
1099,Original_Tiles_Resized 624.png,Layer_Labeled_Resized 624.npy
1100,Original_Tiles_Resized 625.png,Layer_Labeled_Resized 625.npy
1101,Original_Tiles_Resized 626.png,Layer_Labeled_Resized 626.npy
1102,Original_Tiles_Resized 627.png,Layer_Labeled_Resized 627.npy
1103,Original_Tiles_Resized 628.png,Layer_Labeled_Resized 628.npy
1104,Original_Tiles_Resized 629.png,Layer_Labeled_Resized 629.npy
1105,Original_Tiles_Resized 63.png,Layer_Labeled_Resized 63.npy
1106,Original_Tiles_Resized 630.png,Layer_Labeled_Resized 630.npy
1107,Original_Tiles_Resized 631.png,Layer_Labeled_Resized 631.npy
1108,Original_Tiles_Resized 632.png,Layer_Labeled_Resized 632.npy
1109,Original_Tiles_Resized 633.png,Layer_Labeled_Resized 633.npy
1110,Original_Tiles_Resized 634.png,Layer_Labeled_Resized 634.npy
1111,Original_Tiles_Resized 635.png,Layer_Labeled_Resized 635.npy
1112,Original_Tiles_Resized 636.png,Layer_Labeled_Resized 636.npy
1113,Original_Tiles_Resized 637.png,Layer_Labeled_Resized 637.npy
1114,Original_Tiles_Resized 638.png,Layer_Labeled_Resized 638.npy
1115,Original_Tiles_Resized 639.png,Layer_Labeled_Resized 639.npy
1116,Original_Tiles_Resized 64.png,Layer_Labeled_Resized 64.npy
1117,Original_Tiles_Resized 640.png,Layer_Labeled_Resized 640.npy
1118,Original_Tiles_Resized 641.png,Layer_Labeled_Resized 641.npy
1119,Original_Tiles_Resized 642.png,Layer_Labeled_Resized 642.npy
1120,Original_Tiles_Resized 643.png,Layer_Labeled_Resized 643.npy
1121,Original_Tiles_Resized 644.png,Layer_Labeled_Resized 644.npy
1122,Original_Tiles_Resized 645.png,Layer_Labeled_Resized 645.npy
1123,Original_Tiles_Resized 646.png,Layer_Labeled_Resized 646.npy
1124,Original_Tiles_Resized 647.png,Layer_Labeled_Resized 647.npy
1125,Original_Tiles_Resized 648.png,Layer_Labeled_Resized 648.npy
1126,Original_Tiles_Resized 649.png,Layer_Labeled_Resized 649.npy
1127,Original_Tiles_Resized 65.png,Layer_Labeled_Resized 65.npy
1128,Original_Tiles_Resized 650.png,Layer_Labeled_Resized 650.npy
1129,Original_Tiles_Resized 651.png,Layer_Labeled_Resized 651.npy
1130,Original_Tiles_Resized 652.png,Layer_Labeled_Resized 652.npy
1131,Original_Tiles_Resized 653.png,Layer_Labeled_Resized 653.npy
